age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
43,1.0,2,3.0,1,2367,1,1,1.0,22,3,173,2,181,4,3.0,2
35,1.0,0,3.0,1,5958,2,1,1.0,22,3,215,1,-1,0,0.0,2
60,6.0,1,2.0,1,3735,1,1,1.0,22,3,248,1,90,10,3.0,2
54,1.0,1,2.0,1,2693,1,1,1.0,22,3,222,1,188,6,2.0,2
72,5.0,1,1.0,1,4657,1,1,2.0,23,3,255,1,91,8,3.0,2
29,8.0,0,3.0,1,3290,1,1,1.0,23,3,136,1,291,2,3.0,2
29,8.0,0,3.0,1,655,1,1,1.0,23,3,273,1,-1,0,0.0,2
30,11.0,0,2.0,1,1681,1,1,1.0,23,3,128,1,106,2,3.0,2
28,1.0,0,3.0,1,866,1,1,1.0,23,3,191,2,-1,0,0.0,2
43,7.0,1,2.0,1,774,1,1,1.0,25,3,101,1,421,1,3.0,2
37,7.0,1,2.0,1,2678,1,1,1.0,25,3,156,1,-1,0,0.0,2
62,1.0,1,3.0,1,3371,1,1,1.0,25,3,187,1,178,2,3.0,2
57,1.0,1,3.0,1,10583,1,1,1.0,25,3,272,1,178,6,3.0,2
33,1.0,0,3.0,1,4176,1,1,1.0,26,3,288,3,-1,0,0.0,2
47,1.0,0,3.0,1,334,2,1,1.0,26,3,360,1,326,8,1.0,2
39,2.0,0,3.0,1,393,1,1,1.0,26,3,281,1,-1,0,0.0,2
30,8.0,0,3.0,1,916,1,1,1.0,29,3,92,2,90,2,3.0,2
28,6.0,0,3.0,1,832,1,1,2.0,29,3,433,3,342,1,1.0,2
57,1.0,2,3.0,1,3287,1,1,1.0,30,3,277,2,337,1,3.0,2
23,7.0,0,2.0,1,488,1,1,1.0,30,3,236,1,92,2,2.0,2
56,10.0,0,3.0,1,1947,1,1,0.0,30,3,110,1,-1,0,0.0,2
33,6.0,0,3.0,1,7608,1,1,1.0,30,3,238,4,-1,0,0.0,2
44,6.0,2,3.0,1,558,2,1,1.0,31,3,262,2,-1,0,0.0,2
80,5.0,2,1.0,1,235,1,1,1.0,31,3,577,1,223,3,2.0,2
47,1.0,1,3.0,1,288,1,1,1.0,31,3,193,1,181,1,3.0,2
27,11.0,0,2.0,1,6036,1,1,1.0,31,3,175,1,181,1,1.0,2
26,1.0,0,3.0,1,3,2,2,1.0,1,4,149,1,350,1,3.0,2
50,2.0,2,2.0,1,0,1,1,1.0,1,4,280,1,184,3,3.0,2
84,5.0,1,2.0,1,81204,1,1,2.0,1,4,390,1,94,3,3.0,2
86,5.0,1,1.0,1,5236,1,1,2.0,1,4,558,2,-1,0,0.0,2
46,1.0,1,0.0,1,2466,1,1,2.0,1,4,216,3,370,1,1.0,2
45,2.0,1,2.0,1,1348,1,2,1.0,1,4,358,2,-1,0,0.0,2
60,4.0,1,1.0,1,7929,1,1,0.0,1,4,111,1,-1,0,0.0,2
47,6.0,1,2.0,1,70,2,1,1.0,5,4,144,4,374,2,3.0,2
53,6.0,1,2.0,1,459,1,1,1.0,5,4,558,1,-1,0,0.0,2
54,2.0,0,3.0,1,118,1,1,1.0,5,4,280,1,-1,0,0.0,2
54,2.0,1,2.0,1,2102,2,1,1.0,5,4,547,1,626,2,1.0,2
34,4.0,1,2.0,1,800,1,1,1.0,5,4,144,1,-1,0,0.0,2
19,11.0,0,2.0,1,394,1,1,1.0,5,4,327,3,-1,0,0.0,2
24,11.0,0,2.0,1,4126,1,1,1.0,5,4,907,4,185,7,1.0,2
39,1.0,2,3.0,1,224,1,1,1.0,5,4,208,1,-1,0,0.0,2
53,2.0,1,3.0,1,9001,1,1,1.0,5,4,170,1,-1,0,0.0,2
29,1.0,0,0.0,1,560,1,1,1.0,5,4,459,1,307,1,1.0,2
30,1.0,1,3.0,1,102,2,1,1.0,5,4,470,7,426,3,2.0,2
50,4.0,1,1.0,1,82,1,1,2.0,5,4,456,1,-1,0,0.0,2
32,1.0,0,2.0,1,1088,2,1,1.0,6,4,317,1,363,2,3.0,2
27,11.0,0,3.0,1,13107,2,1,1.0,6,4,661,1,314,2,1.0,2
33,8.0,0,3.0,1,562,2,2,1.0,6,4,196,1,363,1,1.0,2
33,1.0,0,3.0,1,718,2,1,1.0,6,4,122,1,98,2,3.0,2
57,5.0,1,0.0,1,230,1,1,1.0,6,4,177,2,210,3,1.0,2
27,2.0,0,3.0,1,-67,2,1,1.0,6,4,604,3,236,2,1.0,2
55,1.0,1,3.0,1,3848,2,1,1.0,8,4,222,2,-1,0,0.0,2
78,5.0,2,1.0,1,1389,1,1,1.0,8,4,335,1,-1,0,0.0,2
43,2.0,2,0.0,1,4389,1,1,1.0,8,4,618,1,-1,0,0.0,2
34,1.0,1,3.0,1,3696,1,1,1.0,8,4,758,2,160,5,2.0,2
36,1.0,0,3.0,1,579,1,1,0.0,12,4,481,1,-1,0,0.0,2
36,2.0,0,2.0,1,12264,1,1,1.0,12,4,158,2,-1,0,0.0,2
26,1.0,0,3.0,1,1646,1,1,1.0,12,4,524,4,206,5,3.0,2
35,2.0,1,2.0,1,2201,1,1,2.0,12,4,350,1,-1,0,0.0,2
31,6.0,1,2.0,1,1229,1,1,1.0,12,4,176,1,-1,0,0.0,2
25,9.0,0,1.0,1,129,1,1,1.0,12,4,176,3,-1,0,0.0,2
62,8.0,2,3.0,1,6,2,1,1.0,13,4,103,1,182,3,3.0,2
49,6.0,1,2.0,1,197,2,1,1.0,13,4,223,1,182,2,1.0,2
30,1.0,0,3.0,1,3779,1,1,1.0,13,4,1093,1,-1,0,0.0,2
25,4.0,0,2.0,1,1857,2,1,1.0,13,4,295,4,187,6,3.0,2
32,1.0,0,3.0,1,2016,1,1,1.0,13,4,232,1,348,1,3.0,2
36,1.0,0,3.0,1,436,1,1,1.0,13,4,567,1,595,2,1.0,2
40,2.0,1,3.0,1,11766,2,1,1.0,13,4,218,2,242,9,1.0,2
38,1.0,1,3.0,1,413,1,1,1.0,13,4,240,1,179,2,1.0,2
35,2.0,0,3.0,1,670,1,1,1.0,13,4,278,4,182,2,3.0,2
45,4.0,0,1.0,1,116,1,1,0.0,13,4,122,1,-1,0,0.0,2
36,1.0,0,0.0,1,62,1,1,1.0,13,4,398,2,-1,0,0.0,2
23,11.0,0,2.0,1,107,1,1,1.0,13,4,256,5,181,2,3.0,2
38,2.0,1,2.0,1,497,1,1,0.0,14,4,173,1,-1,0,0.0,2
44,7.0,1,1.0,1,2557,2,1,1.0,14,4,250,1,181,8,3.0,2
35,1.0,0,3.0,1,2646,1,1,1.0,14,4,133,8,183,2,3.0,2
75,5.0,1,2.0,1,3771,1,1,2.0,15,4,185,1,181,2,3.0,2
26,2.0,0,3.0,1,1066,1,1,1.0,15,4,200,1,-1,0,0.0,2
51,1.0,1,3.0,1,469,1,1,1.0,15,4,200,1,181,2,3.0,2
59,2.0,1,2.0,1,1,1,1,1.0,15,4,159,2,378,3,1.0,2
30,1.0,0,3.0,1,232,1,1,1.0,15,4,141,1,-1,0,0.0,2
36,4.0,1,1.0,1,1177,1,1,1.0,15,4,330,1,311,4,3.0,2
39,2.0,1,2.0,1,603,1,2,1.0,15,4,214,1,-1,0,0.0,2
24,1.0,0,3.0,1,736,2,1,1.0,15,4,442,2,246,2,2.0,2
22,7.0,0,2.0,1,129,1,1,1.0,15,4,218,2,181,1,3.0,2
36,1.0,1,3.0,1,-115,2,1,1.0,16,4,297,4,182,2,2.0,2
22,1.0,0,3.0,1,104,1,2,1.0,16,4,330,3,-1,0,0.0,2
34,1.0,1,3.0,1,589,1,1,1.0,19,4,125,2,-1,0,0.0,2
22,11.0,0,1.0,1,3472,1,1,1.0,19,4,529,1,181,4,3.0,2
27,7.0,0,2.0,1,453,1,1,1.0,19,4,142,2,-1,0,0.0,2
57,1.0,1,3.0,1,2845,2,1,2.0,19,4,1143,5,-1,0,0.0,2
30,11.0,0,3.0,1,7529,1,1,1.0,20,4,175,6,183,1,3.0,2
55,9.0,2,2.0,1,309,1,1,1.0,20,4,167,1,181,3,3.0,2
38,4.0,2,2.0,1,0,2,1,2.0,20,4,162,1,181,5,3.0,2
39,4.0,0,2.0,1,1672,2,1,1.0,20,4,462,1,648,1,1.0,2
38,2.0,0,2.0,1,1711,1,1,1.0,20,4,379,3,202,1,3.0,2
24,6.0,0,2.0,1,1295,1,1,1.0,21,4,476,1,-1,0,0.0,2
30,11.0,0,2.0,1,2046,1,1,2.0,21,4,595,3,254,1,1.0,2
29,4.0,0,3.0,1,455,1,1,2.0,21,4,403,1,-1,0,0.0,2
25,11.0,0,0.0,1,722,1,1,2.0,21,4,623,2,-1,0,0.0,2
31,10.0,0,1.0,1,26965,1,1,1.0,21,4,654,2,-1,0,0.0,2
52,2.0,1,2.0,1,371,2,2,1.0,21,4,224,2,182,1,3.0,2
58,3.0,1,2.0,1,496,1,1,1.0,22,4,132,1,-1,0,0.0,2
26,1.0,0,3.0,1,194,1,1,1.0,22,4,407,2,-1,0,0.0,2
62,1.0,1,3.0,1,997,1,1,1.0,22,4,554,1,304,2,3.0,2
40,2.0,1,3.0,1,206,1,1,1.0,23,4,499,6,185,4,3.0,2
76,5.0,1,2.0,1,820,1,1,2.0,23,4,263,4,-1,0,0.0,2
31,6.0,0,2.0,1,410,1,1,1.0,23,4,342,1,-1,0,0.0,2
42,8.0,1,2.0,1,1216,2,1,1.0,23,4,296,1,521,1,1.0,2
43,2.0,0,0.0,1,11115,1,1,1.0,23,4,291,1,182,3,3.0,2
73,5.0,1,1.0,1,796,1,1,1.0,23,4,888,1,182,3,3.0,2
41,1.0,2,3.0,1,5037,1,1,1.0,23,4,252,9,185,5,2.0,2
77,1.0,1,0.0,1,1780,2,1,1.0,23,4,361,2,182,5,3.0,2
46,6.0,2,1.0,1,429,2,1,1.0,26,4,465,2,369,2,3.0,2
35,2.0,1,2.0,1,2779,1,1,1.0,26,4,182,2,186,2,3.0,2
31,1.0,1,3.0,1,3160,2,1,1.0,26,4,688,2,-1,0,0.0,2
26,1.0,0,3.0,1,222,1,1,1.0,26,4,192,1,334,1,1.0,2
45,4.0,0,2.0,1,0,2,1,1.0,26,4,1472,1,192,4,1.0,2
29,1.0,0,3.0,1,1445,1,1,1.0,26,4,328,2,143,2,3.0,2
30,2.0,0,3.0,1,655,1,1,1.0,26,4,212,1,202,2,3.0,2
26,9.0,0,3.0,1,77,1,1,1.0,26,4,175,1,-1,0,0.0,2
63,4.0,1,1.0,1,115,1,1,2.0,27,4,325,1,180,7,1.0,2
37,9.0,0,2.0,1,2722,1,1,2.0,27,4,426,2,179,3,2.0,2
26,1.0,0,3.0,1,1438,1,1,1.0,27,4,321,1,449,1,2.0,2
54,6.0,1,0.0,1,140,1,1,2.0,27,4,473,2,182,2,1.0,2
30,6.0,0,2.0,1,915,2,1,0.0,27,4,370,1,-1,0,0.0,2
61,5.0,1,2.0,1,1058,1,1,1.0,27,4,159,3,-1,0,0.0,2
69,5.0,1,2.0,1,0,1,1,1.0,28,4,184,2,126,2,2.0,2
76,8.0,1,0.0,1,4984,1,1,2.0,28,4,403,1,182,1,3.0,2
30,1.0,0,3.0,1,697,1,1,1.0,28,4,545,2,181,8,3.0,2
64,5.0,1,2.0,1,4787,1,1,1.0,28,4,392,1,182,1,3.0,2
55,10.0,1,2.0,1,962,2,1,1.0,28,4,623,1,181,3,3.0,2
55,2.0,1,3.0,1,1320,1,1,1.0,28,4,387,2,-1,0,0.0,2
32,6.0,1,3.0,1,284,2,1,1.0,29,4,717,3,-1,0,0.0,2
39,1.0,0,3.0,1,5047,1,1,1.0,29,4,218,4,-1,0,0.0,2
29,1.0,0,3.0,1,2955,1,1,1.0,29,4,226,2,-1,0,0.0,2
41,9.0,1,3.0,1,0,1,1,1.0,29,4,882,1,181,3,3.0,2
59,1.0,1,3.0,1,1,2,1,1.0,29,4,210,1,-1,0,0.0,2
63,5.0,1,1.0,1,12067,1,1,2.0,29,4,660,1,191,1,1.0,2
45,6.0,1,2.0,1,3006,1,1,1.0,29,4,388,2,-1,0,0.0,2
32,2.0,0,3.0,1,388,1,1,1.0,29,4,250,3,-1,0,0.0,2
33,1.0,0,3.0,1,952,2,1,1.0,29,4,1241,5,-1,0,0.0,2
41,8.0,1,3.0,1,0,2,1,2.0,29,4,395,3,426,1,2.0,2
25,11.0,0,2.0,1,108,1,1,1.0,29,4,305,3,-1,0,0.0,2
37,1.0,1,2.0,1,565,1,1,1.0,29,4,449,1,398,1,3.0,2
19,11.0,0,2.0,1,329,1,1,1.0,30,4,169,1,190,2,3.0,2
61,5.0,2,2.0,1,4243,1,1,1.0,30,4,315,1,182,2,3.0,2
40,9.0,0,3.0,1,72,1,1,1.0,30,4,463,1,-1,0,0.0,2
30,1.0,1,3.0,1,4328,1,1,1.0,30,4,262,3,189,11,2.0,2
37,7.0,1,2.0,1,4017,1,1,1.0,30,4,665,2,196,1,3.0,2
54,2.0,1,3.0,1,395,1,1,1.0,30,4,183,1,183,2,3.0,2
49,6.0,1,2.0,1,0,1,1,1.0,30,4,551,1,-1,0,0.0,2
45,6.0,1,2.0,1,205,1,1,1.0,4,5,552,1,90,2,3.0,2
48,4.0,1,2.0,1,1730,2,1,1.0,4,5,361,1,89,3,3.0,2
60,4.0,1,1.0,1,5,1,1,1.0,4,5,494,1,95,2,3.0,2
34,9.0,0,2.0,1,1965,1,1,2.0,4,5,714,1,-1,0,0.0,2
29,10.0,0,3.0,1,19,1,1,1.0,4,5,268,1,88,4,3.0,2
77,5.0,1,3.0,1,7802,1,1,2.0,4,5,421,1,92,2,3.0,2
33,7.0,1,2.0,1,1697,1,1,1.0,4,5,489,1,182,1,3.0,2
35,9.0,0,3.0,1,415,1,1,1.0,4,5,164,2,89,2,3.0,2
64,1.0,1,0.0,1,2352,1,1,1.0,4,5,153,2,182,11,3.0,2
80,5.0,1,1.0,1,155,1,1,2.0,4,5,209,1,53,3,3.0,2
26,2.0,0,3.0,1,401,1,1,1.0,5,5,188,2,-1,0,0.0,2
33,6.0,1,3.0,1,79,2,1,1.0,5,5,389,1,195,4,3.0,2
41,2.0,0,3.0,1,1646,2,1,1.0,5,5,258,1,90,7,3.0,2
28,1.0,0,3.0,1,437,1,1,1.0,5,5,338,1,-1,0,0.0,2
74,5.0,1,2.0,1,935,1,1,1.0,5,5,226,1,99,2,1.0,2
29,11.0,0,0.0,1,2929,1,1,1.0,5,5,232,1,89,4,2.0,2
72,5.0,1,1.0,1,2304,1,1,2.0,5,5,510,4,-1,0,0.0,2
18,11.0,0,0.0,1,348,1,1,1.0,5,5,443,4,-1,0,0.0,2
46,4.0,1,2.0,1,640,2,1,1.0,6,5,246,1,55,5,3.0,2
37,2.0,1,3.0,1,88,1,1,1.0,6,5,195,1,90,3,2.0,2
67,5.0,2,2.0,1,704,1,1,1.0,6,5,613,1,87,3,3.0,2
36,6.0,0,3.0,1,994,1,1,1.0,6,5,211,1,90,6,3.0,2
37,1.0,1,3.0,1,2283,1,1,1.0,6,5,243,2,98,2,1.0,2
32,2.0,1,2.0,1,473,1,2,1.0,7,5,292,3,-1,0,0.0,2
51,2.0,1,3.0,1,0,1,1,1.0,7,5,662,2,66,2,3.0,2
77,0.0,1,0.0,1,397,1,1,2.0,7,5,300,3,-1,0,0.0,2
35,1.0,1,3.0,1,62,1,1,1.0,7,5,226,2,88,4,3.0,2
53,1.0,1,3.0,1,3634,1,1,1.0,7,5,211,4,88,8,3.0,2
46,1.0,1,3.0,1,273,2,1,1.0,10,5,583,6,53,6,3.0,2
44,7.0,0,2.0,1,618,1,1,1.0,12,5,193,1,-1,0,0.0,2
78,5.0,2,2.0,1,3417,1,1,1.0,12,5,309,1,181,1,3.0,2
42,1.0,1,3.0,1,27696,1,1,1.0,12,5,176,2,89,5,3.0,2
34,7.0,1,2.0,1,1076,1,1,1.0,12,5,152,1,182,6,3.0,2
34,2.0,1,2.0,1,133,1,1,1.0,12,5,171,2,181,3,3.0,2
66,1.0,1,2.0,1,587,1,1,1.0,12,5,457,2,392,2,3.0,2
54,1.0,1,3.0,1,1624,1,1,1.0,12,5,166,3,182,10,3.0,2
31,4.0,1,2.0,1,136,1,1,1.0,12,5,228,2,267,1,1.0,2
33,7.0,1,2.0,1,386,1,1,1.0,12,5,317,1,181,5,3.0,2
19,11.0,0,1.0,1,608,1,1,1.0,12,5,236,1,180,2,3.0,2
24,2.0,0,2.0,1,598,1,1,1.0,12,5,762,1,182,2,3.0,2
23,11.0,0,0.0,1,2530,1,1,1.0,12,5,411,1,-1,0,0.0,2
29,8.0,0,3.0,1,3290,1,1,1.0,12,5,430,1,50,3,3.0,2
28,6.0,0,2.0,1,4745,1,1,2.0,12,5,360,1,181,5,3.0,2
31,1.0,0,3.0,1,533,1,1,2.0,12,5,372,1,90,10,3.0,2
34,2.0,0,3.0,1,2838,2,1,1.0,13,5,620,3,-1,0,0.0,2
54,4.0,2,1.0,1,4401,1,1,2.0,13,5,414,1,183,2,3.0,2
32,9.0,0,2.0,1,1026,2,1,1.0,13,5,289,1,-1,0,0.0,2
54,0.0,1,2.0,1,2206,1,1,1.0,13,5,260,1,91,4,3.0,2
77,5.0,1,1.0,1,3324,1,1,1.0,13,5,289,1,91,5,3.0,2
40,6.0,1,2.0,1,260,2,1,1.0,13,5,306,1,181,5,3.0,2
63,5.0,2,3.0,1,0,1,1,1.0,13,5,263,1,181,2,3.0,2
37,1.0,1,3.0,1,2987,2,1,1.0,13,5,216,1,87,10,3.0,2
48,4.0,1,2.0,1,1230,2,1,1.0,13,5,328,2,182,3,3.0,2
27,4.0,0,2.0,1,535,1,1,1.0,13,5,159,1,87,3,3.0,2
28,2.0,0,2.0,1,2335,1,1,1.0,13,5,624,1,-1,0,0.0,2
35,1.0,1,3.0,1,8000,1,1,1.0,13,5,331,1,90,3,3.0,2
29,1.0,0,3.0,1,-27,1,1,1.0,13,5,270,1,-1,0,0.0,2
68,5.0,1,2.0,1,1146,1,1,1.0,13,5,356,1,71,5,3.0,2
53,4.0,0,2.0,1,1004,1,1,1.0,13,5,393,1,84,1,2.0,2
37,2.0,0,3.0,1,197,1,1,1.0,13,5,234,1,87,3,3.0,2
58,6.0,1,2.0,1,169,1,1,1.0,13,5,336,3,87,5,3.0,2
37,1.0,1,3.0,1,393,2,1,1.0,14,5,567,3,275,4,1.0,2
37,6.0,1,3.0,1,29,1,1,1.0,14,5,404,2,183,2,2.0,2
34,6.0,1,2.0,1,920,1,1,1.0,14,5,526,3,179,3,3.0,2
50,6.0,1,2.0,1,3608,2,1,1.0,14,5,196,8,182,4,3.0,2
56,1.0,1,1.0,1,870,1,1,1.0,14,5,220,1,179,1,3.0,2
57,5.0,1,1.0,1,9367,1,1,1.0,14,5,700,4,92,7,3.0,2
29,9.0,0,1.0,1,1374,1,1,1.0,14,5,1205,2,178,7,3.0,2
75,5.0,1,3.0,1,6027,1,1,1.0,14,5,809,1,179,4,3.0,2
24,1.0,0,3.0,1,1,1,1,1.0,14,5,396,5,-1,0,0.0,2
46,1.0,1,3.0,1,349,1,1,1.0,14,5,466,4,88,3,3.0,2
56,4.0,1,2.0,1,448,2,2,1.0,17,5,556,1,181,2,2.0,2
72,5.0,1,2.0,1,5715,1,1,1.0,17,5,1114,1,181,2,3.0,2
27,11.0,0,3.0,1,39,1,1,1.0,17,5,379,1,258,10,2.0,2
52,1.0,1,3.0,1,583,1,1,1.0,17,5,376,1,181,3,3.0,2
38,1.0,1,3.0,1,1276,1,1,1.0,17,5,272,2,182,3,3.0,2
33,1.0,0,3.0,1,2364,1,1,1.0,17,5,508,1,-1,0,0.0,2
53,6.0,1,2.0,1,53,2,1,1.0,18,5,387,1,-1,0,0.0,2
64,5.0,1,2.0,1,1612,1,1,1.0,18,5,336,1,89,5,1.0,2
84,5.0,2,1.0,1,639,1,1,2.0,18,5,353,3,-1,0,0.0,2
62,5.0,1,2.0,1,3114,1,1,1.0,18,5,243,2,186,1,3.0,2
41,6.0,1,3.0,1,1,2,1,2.0,18,5,327,2,361,3,1.0,2
29,6.0,0,2.0,1,1070,2,1,0.0,19,5,30,1,357,1,2.0,2
53,2.0,1,2.0,1,195,2,1,1.0,19,5,472,1,90,6,3.0,2
30,2.0,0,2.0,1,3144,1,1,1.0,19,5,212,2,-1,0,0.0,2
58,5.0,1,2.0,1,1230,1,1,1.0,20,5,420,1,87,1,1.0,2
35,2.0,0,3.0,1,1880,1,1,1.0,20,5,154,1,-1,0,0.0,2
37,1.0,1,3.0,1,3236,1,1,1.0,20,5,291,2,202,5,2.0,2
78,5.0,1,0.0,1,3208,1,1,2.0,20,5,351,3,-1,0,0.0,2
47,4.0,1,2.0,1,1568,2,1,1.0,21,5,226,3,91,8,3.0,2
61,2.0,1,2.0,1,1191,1,1,1.0,21,5,214,4,-1,0,0.0,2
47,6.0,1,2.0,1,368,1,1,1.0,21,5,403,1,87,6,3.0,2
46,8.0,1,2.0,1,706,1,1,1.0,21,5,588,1,386,3,1.0,2
51,1.0,1,3.0,1,2635,1,1,1.0,21,5,407,3,74,5,1.0,2
31,9.0,0,2.0,1,2616,1,1,1.0,21,5,374,1,185,2,2.0,2
24,9.0,0,2.0,1,2573,1,1,1.0,24,5,375,2,-1,0,0.0,2
21,11.0,0,2.0,1,215,1,1,1.0,24,5,382,1,89,7,3.0,2
71,5.0,1,1.0,1,3230,1,1,1.0,24,5,341,2,133,3,1.0,2
52,6.0,0,2.0,1,726,2,1,1.0,24,5,699,1,378,9,1.0,2
27,2.0,0,3.0,1,2781,2,1,1.0,24,5,168,1,389,1,1.0,2
25,11.0,0,2.0,1,3713,1,1,1.0,24,5,323,2,353,3,2.0,2
33,7.0,0,2.0,1,152,2,1,1.0,25,5,202,2,365,2,3.0,2
60,2.0,1,2.0,1,0,1,1,1.0,25,5,641,4,-1,0,0.0,2
28,11.0,0,2.0,1,1925,1,1,1.0,25,5,252,1,88,4,1.0,2
30,6.0,0,2.0,1,265,2,1,1.0,25,5,681,1,181,2,3.0,2
29,9.0,0,3.0,1,70,1,1,1.0,25,5,393,1,-1,0,0.0,2
52,1.0,1,3.0,1,388,1,1,1.0,25,5,272,1,-1,0,0.0,2
59,1.0,1,1.0,1,1727,1,1,2.0,25,5,500,4,358,2,1.0,2
38,2.0,1,2.0,1,205,1,1,1.0,26,5,332,1,-1,0,0.0,2
56,1.0,1,3.0,1,12356,2,1,1.0,26,5,410,1,551,5,2.0,2
33,7.0,0,2.0,1,2881,1,1,1.0,26,5,289,1,328,1,3.0,2
31,2.0,0,2.0,1,846,1,1,1.0,26,5,405,3,205,2,1.0,2
40,2.0,1,2.0,1,2266,1,1,1.0,26,5,175,3,89,7,2.0,2
28,2.0,1,2.0,1,742,1,1,1.0,26,5,236,1,-1,0,0.0,2
66,1.0,1,0.0,1,2149,2,1,1.0,26,5,135,2,90,11,3.0,2
27,4.0,0,3.0,1,567,1,1,1.0,26,5,523,3,182,3,3.0,2
32,6.0,0,2.0,1,344,1,1,1.0,26,5,530,2,-1,0,0.0,2
67,5.0,1,1.0,1,1430,1,1,2.0,26,5,283,2,135,5,3.0,2
39,9.0,2,2.0,1,265,2,1,0.0,27,5,93,1,555,2,2.0,2
46,10.0,1,2.0,1,38,1,1,1.0,27,5,181,3,183,1,3.0,2
54,5.0,1,2.0,1,3538,1,1,1.0,27,5,820,1,-1,0,0.0,2
23,11.0,0,3.0,1,691,1,1,1.0,27,5,1178,1,178,6,3.0,2
47,7.0,2,0.0,1,973,1,1,1.0,27,5,489,1,479,1,1.0,2
28,7.0,0,3.0,1,128,1,1,1.0,27,5,460,1,414,1,1.0,2
45,2.0,1,2.0,1,1831,1,1,1.0,27,5,275,2,-1,0,0.0,2
63,4.0,1,2.0,1,641,1,1,1.0,27,5,417,2,-1,0,0.0,2
60,9.0,1,2.0,1,1047,1,1,1.0,27,5,173,3,279,4,3.0,2
29,4.0,0,3.0,1,455,1,1,2.0,27,5,214,2,36,1,3.0,2
29,1.0,1,3.0,1,8103,1,1,1.0,28,5,473,3,-1,0,0.0,2
23,11.0,0,2.0,1,922,1,1,1.0,28,5,538,2,184,9,1.0,2
33,7.0,0,0.0,1,523,2,1,0.0,28,5,86,1,-1,0,0.0,2
48,10.0,1,2.0,1,0,1,1,1.0,28,5,270,5,-1,0,0.0,2
26,11.0,0,2.0,1,4613,1,1,1.0,28,5,663,3,196,2,2.0,2
26,2.0,0,3.0,1,515,1,1,1.0,31,5,775,1,-1,0,0.0,2
55,6.0,1,2.0,1,8304,1,1,1.0,1,6,201,1,-1,0,0.0,2
30,6.0,1,2.0,1,0,1,1,1.0,1,6,318,1,-1,0,0.0,2
36,2.0,1,2.0,1,1368,1,1,1.0,1,6,516,1,292,5,1.0,2
33,6.0,0,3.0,1,272,2,1,1.0,1,6,326,1,237,2,1.0,2
28,4.0,0,2.0,1,-46,2,1,1.0,1,6,154,2,91,12,3.0,2
28,7.0,0,2.0,1,168,1,1,1.0,1,6,347,3,140,2,3.0,2
31,1.0,0,3.0,1,515,1,1,1.0,1,6,296,5,-1,0,0.0,2
28,1.0,0,3.0,1,223,2,1,1.0,1,6,303,1,278,3,3.0,2
49,6.0,0,3.0,1,228,2,1,1.0,2,6,407,1,92,1,3.0,2
27,4.0,0,3.0,1,644,1,1,1.0,2,6,657,1,182,1,3.0,2
28,6.0,1,2.0,1,330,1,1,1.0,2,6,226,2,182,4,3.0,2
37,6.0,2,3.0,1,4708,1,1,1.0,2,6,238,1,181,2,3.0,2
65,6.0,1,2.0,1,952,1,1,1.0,2,6,310,1,-1,0,0.0,2
30,2.0,0,2.0,1,1165,1,1,1.0,4,6,204,2,183,3,3.0,2
51,1.0,1,3.0,1,0,1,1,0.0,7,6,302,1,-1,0,0.0,2
38,6.0,1,2.0,1,0,2,1,1.0,8,6,187,1,181,2,3.0,2
36,2.0,2,2.0,1,2823,2,1,1.0,8,6,215,1,371,6,1.0,2
35,1.0,0,3.0,1,3544,2,1,1.0,8,6,380,1,-1,0,0.0,2
63,5.0,2,2.0,1,1490,1,1,1.0,8,6,506,1,-1,0,0.0,2
63,5.0,1,1.0,1,48,1,1,1.0,9,6,251,1,-1,0,0.0,2
34,1.0,1,3.0,1,158,1,1,1.0,9,6,190,1,92,9,3.0,2
36,7.0,1,2.0,1,4721,1,1,1.0,9,6,150,1,92,5,3.0,2
31,1.0,1,3.0,1,877,1,1,1.0,9,6,192,1,93,7,2.0,2
28,1.0,0,3.0,1,187,1,1,1.0,9,6,206,1,92,1,3.0,2
80,5.0,1,2.0,1,8304,1,1,2.0,9,6,712,1,64,12,1.0,2
39,4.0,1,2.0,1,276,1,1,1.0,9,6,334,2,-1,0,0.0,2
31,1.0,0,3.0,1,147,1,1,1.0,9,6,163,2,92,3,3.0,2
39,7.0,1,2.0,1,323,1,1,1.0,9,6,874,2,188,6,1.0,2
30,4.0,0,2.0,1,799,1,1,0.0,13,6,674,1,-1,0,0.0,2
67,5.0,1,0.0,1,2540,1,1,2.0,14,6,278,5,116,4,2.0,2
29,4.0,0,2.0,1,322,1,1,0.0,14,6,434,1,96,6,2.0,2
36,1.0,1,3.0,1,495,1,1,1.0,14,6,187,1,94,9,3.0,2
24,11.0,0,0.0,1,358,1,1,1.0,14,6,245,1,384,1,2.0,2
30,2.0,0,2.0,1,2371,1,1,1.0,14,6,661,1,384,2,2.0,2
21,11.0,0,0.0,1,53,1,1,1.0,14,6,270,1,-1,0,0.0,2
27,6.0,0,0.0,1,861,1,1,1.0,14,6,212,4,-1,0,0.0,2
56,6.0,1,2.0,1,602,1,1,1.0,14,6,458,1,130,8,3.0,2
66,6.0,1,2.0,1,4041,1,1,1.0,14,6,713,2,-1,0,0.0,2
71,5.0,2,1.0,1,275,1,1,1.0,14,6,293,1,425,1,3.0,2
